"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Waldenstrom 2001",2001,"Fetal loss before 24 weeks gestation",24,23,486,27,500,0,0,0,0,0,0,0.876391,0.509721,1.506827,0,14.279402,"24::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Spontaneous vaginal birth (as defined by trial authors)",1,97,168,96,163,0,0,0,0,0,0,0.980345,0.81708,1.176232,0,1.28874,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Spontaneous vaginal birth (as defined by trial authors)",1,719,1146,637,1149,0,0,0,0,0,0,1.131683,1.056869,1.211794,0,8.252376,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"North Stafford 2000",2000,"Spontaneous vaginal birth (as defined by trial authors)",1,542,770,509,735,0,0,0,0,0,0,1.016432,0.951059,1.086298,0,8.67793,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Spontaneous vaginal birth (as defined by trial authors)",1,487,851,454,841,0,0,0,0,0,0,1.060082,0.973455,1.154418,0,5.535308,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Turnbull 1996",1996,"Spontaneous vaginal birth (as defined by trial authors)",1,450,643,440,635,0,0,0,0,0,0,1.010003,0.939453,1.085851,0,7.45359,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Begley 2011",2011,"Spontaneous vaginal birth (as defined by trial authors)",1,761,1096,372,549,0,0,0,0,0,0,1.024716,0.955629,1.098798,0,7.959279,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Biro 2000",2000,"Spontaneous vaginal birth (as defined by trial authors)",1,282,488,262,480,0,0,0,0,0,0,1.058691,0.947087,1.183446,0,3.347166,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Flint 1989",1989,"Spontaneous vaginal birth (as defined by trial authors)",1,386,488,361,479,0,0,0,0,0,0,1.049532,0.97998,1.124021,0,8.215665,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gu 2013",2013,"Spontaneous vaginal birth (as defined by trial authors)",1,35,53,23,53,0,0,0,0,0,0,1.521739,1.058434,2.187846,0,0.328796,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Harvey 1996",1996,"Spontaneous vaginal birth (as defined by trial authors)",1,89,105,71,97,0,0,0,0,0,0,1.158015,1.00152,1.338962,0,2.008415,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Homer 2001",2001,"Spontaneous vaginal birth (as defined by trial authors)",1,406,594,380,601,0,0,0,0,0,0,1.081012,0.995979,1.173304,0,5.956076,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kenny 1994",1994,"Spontaneous vaginal birth (as defined by trial authors)",1,158,194,155,211,0,0,0,0,0,0,1.10868,0.997866,1.231799,0,3.725224,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Spontaneous vaginal birth (as defined by trial authors)",1,1879,2304,942,1206,0,0,0,0,0,0,1.044097,1.007546,1.081973,0,23.312617,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rowley 1995",1995,"Spontaneous vaginal birth (as defined by trial authors)",1,307,388,301,397,0,0,0,0,0,0,1.043592,0.967714,1.125419,0,6.914955,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Spontaneous vaginal birth (as defined by trial authors)",1,362,484,360,496,0,0,0,0,0,0,1.030487,0.956182,1.110565,0,7.023863,"1::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Caesarean birth",2,51,168,49,163,0,0,0,0,0,0,1.00984,0.727781,1.401213,0,5.45773,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Caesarean birth",2,221,1146,285,1149,0,0,0,0,0,0,0.777469,0.665534,0.908229,0,14.289283,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"North Stafford 2000",2000,"Caesarean birth",2,137,770,128,735,0,0,0,0,0,0,1.021662,0.820958,1.271433,0,9.781793,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Caesarean birth",2,183,851,204,841,0,0,0,0,0,0,0.886518,0.743948,1.056409,0,12.667834,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Turnbull 1996",1996,"Caesarean birth",2,79,643,71,635,0,0,0,0,0,0,1.098832,0.813078,1.485015,0,6.225155,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Begley 2011",2011,"Caesarean birth",2,163,1096,84,549,0,0,0,0,0,0,0.972009,0.762715,1.238734,0,8.535063,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Biro 2000",2000,"Caesarean birth",2,100,488,91,480,0,0,0,0,0,0,1.080886,0.838043,1.394099,0,7.982164,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Flint 1989",1989,"Caesarean birth",2,37,488,35,479,0,0,0,0,0,0,1.037646,0.665201,1.618623,0,3.263836,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Gu 2013",2013,"Caesarean birth",2,18,53,30,53,0,0,0,0,0,0,0.6,0.385154,0.93469,0,3.281129,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Harvey 1996",1996,"Caesarean birth",2,4,105,14,97,0,0,0,0,0,0,0.263946,0.089961,0.774417,0,0.619009,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hicks 2003",2003,"Caesarean birth",2,9,81,14,92,0,0,0,0,0,0,0.730159,0.333931,1.596535,0,1.148241,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Homer 2001",2001,"Caesarean birth",2,73,594,96,601,0,0,0,0,0,0,0.769378,0.580059,1.020486,0,6.861065,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kenny 1994",1994,"Caesarean birth",2,24,194,27,211,0,0,0,0,0,0,0.966781,0.578155,1.616635,0,2.517745,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Caesarean birth",2,144,2304,78,1206,0,0,0,0,0,0,0.966346,0.740204,1.261578,0,7.468827,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rowley 1995",1995,"Caesarean birth",2,52,388,59,397,0,0,0,0,0,0,0.9018,0.63832,1.274036,0,5.006543,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Caesarean birth",2,55,484,56,496,0,0,0,0,0,0,1.006494,0.709,1.428813,0,4.894582,"2::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Regional analgesia (epidural/spinal)",3,66,168,72,163,0,0,0,0,0,0,0.889385,0.689065,1.147941,0,5.524886,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Regional analgesia (epidural/spinal)",3,324,1082,354,1036,0,0,0,0,0,0,0.876343,0.773914,0.992329,0,10.527695,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"North Stafford 2000",2000,"Regional analgesia (epidural/spinal)",3,80,770,110,735,0,0,0,0,0,0,0.694215,0.530121,0.909102,0,5.150396,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Regional analgesia (epidural/spinal)",3,314,851,304,841,0,0,0,0,0,0,1.020757,0.900228,1.157425,0,10.463055,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Turnbull 1996",1996,"Regional analgesia (epidural/spinal)",3,194,643,198,635,0,0,0,0,0,0,0.967608,0.820543,1.14103,0,8.673284,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Begley 2011",2011,"Regional analgesia (epidural/spinal)",3,295,1096,183,549,0,0,0,0,0,0,0.807482,0.692693,0.941293,0,9.178836,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Biro 2000",2000,"Regional analgesia (epidural/spinal)",3,159,488,184,480,0,0,0,0,0,0,0.849964,0.716532,1.008244,0,8.422351,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Flint 1989",1989,"Regional analgesia (epidural/spinal)",3,88,488,143,479,0,0,0,0,0,0,0.604035,0.478145,0.763072,0,6.141792,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Harvey 1996",1996,"Regional analgesia (epidural/spinal)",3,13,105,22,97,0,0,0,0,0,0,0.545887,0.291425,1.022539,0,1.332787,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hicks 2003",2003,"Regional analgesia (epidural/spinal)",3,6,81,19,92,0,0,0,0,0,0,0.358674,0.150584,0.854325,0,0.728611,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Homer 2001",2001,"Regional analgesia (epidural/spinal)",3,157,594,172,601,0,0,0,0,0,0,0.923547,0.768151,1.110381,0,7.873468,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kenny 1994",1994,"Regional analgesia (epidural/spinal)",3,52,194,64,211,0,0,0,0,0,0,0.883698,0.648366,1.204448,0,4.268597,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Regional analgesia (epidural/spinal)",3,326,2304,208,1206,0,0,0,0,0,0,0.820388,0.699527,0.96213,0,8.911399,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rowley 1995",1995,"Regional analgesia (epidural/spinal)",3,69,388,73,397,0,0,0,0,0,0,0.96713,0.718004,1.302696,0,4.507484,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Regional analgesia (epidural/spinal)",3,158,484,178,496,0,0,0,0,0,0,0.909648,0.764514,1.082334,0,8.295359,"3::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Intact perineum",4,102,168,92,163,0,0,0,0,0,0,1.075699,0.897051,1.289924,0,8.43075,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"North Stafford 2000",2000,"Intact perineum",4,370,770,361,735,0,0,0,0,0,0,0.978343,0.881741,1.085529,0,14.728251,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Intact perineum",4,90,851,84,841,0,0,0,0,0,0,1.058838,0.798925,1.403309,0,4.451986,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Turnbull 1996",1996,"Intact perineum",4,160,643,120,635,0,0,0,0,0,0,1.316744,1.067593,1.624042,0,6.953918,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Begley 2011",2011,"Intact perineum",4,421,1096,225,549,0,0,0,0,0,0,0.937263,0.826898,1.062357,0,12.646247,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Biro 2000",2000,"Intact perineum",4,66,488,77,480,0,0,0,0,0,0,0.843091,0.622287,1.142244,0,3.935631,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Flint 1989",1989,"Intact perineum",4,107,488,104,479,0,0,0,0,0,0,1.009872,0.795478,1.282048,0,5.766328,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Harvey 1996",1996,"Intact perineum",4,51,105,38,97,0,0,0,0,0,0,1.23985,0.903396,1.70161,0,3.671031,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kenny 1994",1994,"Intact perineum",4,98,194,100,211,0,0,0,0,0,0,1.065876,0.873528,1.300579,0,7.476088,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Intact perineum",4,669,2304,308,1206,0,0,0,0,0,0,1.136947,1.012835,1.276267,0,13.561675,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rowley 1995",1995,"Intact perineum",4,201,388,215,397,0,0,0,0,0,0,0.956569,0.83835,1.091458,0,12.051415,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Intact perineum",4,128,484,107,496,0,0,0,0,0,0,1.225921,0.979777,1.533903,0,6.326682,"4::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Begley 2011",2011,"Fetal loss at or after 24 weeks gestation",5,1,1096,0,549,0,0,0,0,0,0,1.504102,0.061374,36.861414,0,2.817899,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Biro 2000",2000,"Fetal loss at or after 24 weeks gestation",5,3,500,4,493,0,0,0,0,0,0,0.7395,0.166368,3.287043,0,12.958124,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Flint 1989",1989,"Fetal loss at or after 24 weeks gestation",5,7,488,2,479,0,0,0,0,0,0,3.435451,0.717305,16.453709,0,11.752728,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Homer 2001",2001,"Fetal loss at or after 24 weeks gestation",5,4,597,1,608,0,0,0,0,0,0,4.073702,0.456648,36.341004,0,6.021356,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kenny 1994",1994,"Fetal loss at or after 24 weeks gestation",5,2,197,0,214,0,0,0,0,0,0,5.429293,0.262262,112.396051,0,3.140489,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Fetal loss at or after 24 weeks gestation",5,13,2304,5,1206,0,0,0,0,0,0,1.360938,0.486328,3.808441,0,27.231768,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rowley 1995",1995,"Fetal loss at or after 24 weeks gestation",5,2,393,2,405,0,0,0,0,0,0,1.030534,0.145881,7.279935,0,7.544531,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Fetal loss at or after 24 weeks gestation",5,1,486,2,500,0,0,0,0,0,0,0.514403,0.046796,5.654543,0,5.018044,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Fetal loss at or after 24 weeks gestation",5,0,168,1,163,0,0,0,0,0,0,0.323471,0.013273,7.883286,0,2.827755,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Fetal loss at or after 24 weeks gestation",5,2,1150,3,1156,0,0,0,0,0,0,0.670145,0.112187,4.003103,0,9.026836,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Fetal loss at or after 24 weeks gestation",5,3,851,1,841,0,0,0,0,0,0,2.964747,0.309013,28.444533,0,5.640029,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Turnbull 1996",1996,"Fetal loss at or after 24 weeks gestation",5,1,643,4,635,0,0,0,0,0,0,0.24689,0.027671,2.202839,0,6.02044,"5::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Preterm birth (< 37 weeks)",6,31,168,19,163,0,0,0,0,0,0,1.58302,0.932859,2.686314,0,8.953351,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Preterm birth (< 37 weeks)",6,42,1115,45,1091,0,0,0,0,0,0,0.913244,0.604776,1.379045,0,11.855897,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Preterm birth (< 37 weeks)",6,39,851,51,841,0,0,0,0,0,0,0.75572,0.503603,1.134052,0,12.037968,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
